tconst,ordering,nconst,category,characters,averageRating,numVotes,directors,writers,titleType,originalTitle,isAdult,startYear,runtimeMinutes,genres,decennie_startYear,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,title,region,language,isOriginalTitle,overview
tt0427914,3,nm12990307,actress,Ruth Limnell,6.3,887,nm0889216,"nm0357123,nm0453317",movie,Lupaus,0.0,2005.0,112.0,"Drama,War",2000.0,Hanna Lekander,,,actress,"tt0427914,tt2571764,tt12574718,tt14962274",Promesse,FR,fr,0,The film tells about members of Finnish women's Lotta Service during the Second World War through the eyes of three young women.
tt0203830,4,nm0637543,actress,Wilma,4.7,313,nm0103498,"nm0600143,nm0233548",movie,Reaper,0.0,2000.0,96.0,"Horror,Mystery,Thriller",2000.0,Joanna Noyes,,,actress,"tt1959409,tt0324554,tt0118564,tt0190138",Reaper,FR,fr,0,"Horror novelist Luke Sinclair retreats to a small town to finish writing his latest book.  A young woman is murdered in the woods nearby, in circumstances similar to those in his bestselling novel, ""Reaper"". Faced with increasing pressure from a suspicious local sheriff, as well as the advances of a female FBI investigator, he must uncover the killer before he or she strikes again, further implicating him in the crime."
tt0328199,10,nm0681383,actress,Cedulie,7.3,525,nm0605583,nm0605583,movie,Le nèg',0.0,2002.0,92.0,Drama,2000.0,Béatrice Picard,1929.0,,actress,"tt6803040,tt1063628,tt4328146,tt0192882",Petits meurtres d'Amérique,FR,fr,0,"In the middle of the night, in the Québec countryside, all hell breaks loose as a black teenager is caught smashing a racially denigrating lawn ornament. Together the neighbours attend to justice against the vandal. Thorough the night there is mounting racism, fueled by alcohol, and violence. Le Nèg' opens the morning after when the police investigators arrive at the scene to take depositions."
tt0420541,2,nm1678750,self,Self (and narrator),7.9,210,"nm1679030,nm1679242","nm1679030,nm1679242",movie,Ce qu'il reste de nous,0.0,2004.0,77.0,Documentary,2000.0,Kalsang Dolma,1972.0,,actress,"tt10083640,tt2922078,tt0420541,tt0431577",Ce qu'il reste de nous,FR,fr,0,A Tibetan immigrant returns to her home country to witness the Chinese occupation.
tt0288624,11,nm0253530,producer,unknown,7.3,366,nm0034898,"nm0034898,nm1182453",movie,Mesto na zemle,0.0,2001.0,126.0,Drama,2000.0,Aleksandr Eliasberg,,,producer,"tt0288624,tt0264547",Mesto na zemle,FR,fr,0,The film describes the life of homeless people who form a community in the center of modern-day Moscow. It relates the story of six couples who love each other and try to remain together despite the poverty and despair of their existence.
tt0255623,8,nm0855093,actress,Elaine,3.9,689,nm0832559,nm0832559,movie,Subterano,0.0,2003.0,96.0,"Horror,Sci-Fi",2000.0,Anne Tenney,1954.0,,actress,"tt0118826,tt0086689,tt0295064,tt0101053",Subterano,FR,fr,0,"Eleven souls, trapped in an underground carpark, are attacked by deadly, remote controlled toys. Only a few will survive."
tt0218800,6,nm0222516,actress,Benjamin's Mother,5.7,262,nm0660889,nm0660889,movie,Two Thousand and None,0.0,2000.0,94.0,"Comedy,Drama",2000.0,Pascale Devigne,,,actress,"tt0270288,tt0102095,tt0118346,tt0100088",Le fossile,FR,fr,0,"A paleontologist is diagnosed with a fatal brain disease and, rather than falling into a depression, explodes into life."
tt0323753,2,nm1048198,actress,Dan Ju-hie,4.9,68,nm1197982,nm1045822,movie,Ah yoo redi?,0.0,2002.0,108.0,"Adventure,Fantasy",2000.0,Kim Bo-kyung,1976.0,2021.0,actress,"tt0969368,tt0386064,tt1922561,tt3697626",Are you ready?,FR,fr,0,"Six people from different backgrounds find themselves fighting for their lives when they are swept up into a fantasy adventure in a theme park, where the dangers are real, the supernatural is the norm, and escape is next to impossible. They must pool their resources and skills in order to survive the jungle setting, if they are ever to return to their own world."
tt0323753,2,nm1048198,actress,Dan Ju-hie,4.9,68,nm1197982,nm1045822,movie,Ah yoo redi?,0.0,2002.0,108.0,"Adventure,Fantasy",2000.0,Kim Bo-kyung,1976.0,2021.0,actress,"tt0969368,tt0386064,tt1922561,tt3697626",Are You Ready?,FR,fr,0,"Six people from different backgrounds find themselves fighting for their lives when they are swept up into a fantasy adventure in a theme park, where the dangers are real, the supernatural is the norm, and escape is next to impossible. They must pool their resources and skills in order to survive the jungle setting, if they are ever to return to their own world."
tt0273226,10,nm0522896,actor,Undercover cop,6.5,182,nm0745002,nm0745002,movie,Focus,0.0,2001.0,98.0,"Action,Crime",2000.0,Brent Jefferson Lowe,,,actor,"tt0120604,tt0138956,tt0273226,tt0103512",Shutter,FR,fr,0,"Rob, an ambitious photographer trying to boost his career, hooks up with a gang in an attempt to document life in the hood. He, however, realizes he is in too deep as bodies start to drop."
tt0314416,10,nm0509502,actor,Mini Mac,5.7,255,nm0004541,"nm0123240,nm1158199",movie,Mystics,0.0,2003.0,90.0,Comedy,2000.0,Michael Liebmann,1969.0,,actor,"tt0182008,tt0213344,tt2306299,tt0408056",Mystics,FR,fr,0,A black comedy about two old-time conmen who pretend to be able to communicate with the dead.
tt0272036,5,nm1040297,actor,Tom Garrett,2.8,986,nm0119106,"nm0096813,nm0695446,nm0909770",movie,Deep Freeze,0.0,2001.0,83.0,"Action,Adventure,Comedy",2000.0,Howard Holcomb,,,actor,"tt0272036,tt0190106,tt2555014,tt0368479",Péril de glace,FR,fr,0,A deadly creature terrorizes a team of researchers at an isolated Antarctic laboratory.
tt0288554,14,nm0165983,producer,unknown,5.9,99,nm0953706,"nm0102722,nm0953706",movie,La guerre à Paris,0.0,2002.0,85.0,Drama,2000.0,René Cleitman,1940.0,2004.0,producer,"tt0099334,tt0101700,tt0098596,tt0103176",La guerre à Paris,FR,fr,0,"In Paris, in 1943, Jules, a 19-year-old Jew, lived without an ideal, tossed about by circumstances. He becomes in turn a traitor then a hero. Thomas, his fifteen-year-old brother, wants to act and fight in resistance."
tt0450585,4,nm1871091,actor,Fabien,6.4,42,nm0069319,"nm0069319,nm0088102",movie,Qui de nous deux,0.0,2006.0,95.0,unknown,2000.0,Maxime Kerzanet,,,actor,"tt9411810,tt0450585,tt1814650",Bébé,FR,fr,0,"Written and performed by a 17 year old girl, the film is a diary, that of a high school student who enters the first year of high school at Claude Monet in Paris."
tt0450585,4,nm1871091,actor,Fabien,6.4,42,nm0069319,"nm0069319,nm0088102",movie,Qui de nous deux,0.0,2006.0,95.0,unknown,2000.0,Maxime Kerzanet,,,actor,"tt9411810,tt0450585,tt1814650",Qui de nous deux,FR,fr,0,"Written and performed by a 17 year old girl, the film is a diary, that of a high school student who enters the first year of high school at Claude Monet in Paris."
tt0360779,9,nm0014540,actress,McDonald's Mitarbeiterin,6.4,704,nm0770018,nm0770018,movie,Marseille,0.0,2004.0,95.0,Drama,2000.0,Sophie Aigner,,,actress,"tt0156465,tt0280933,tt0360779",Marseille,FR,fr,0,"Marseille describes an interlude in the life of young Berlin photographer Sophie. Wanting a change, Sophie does an apartment swap, so she can go photograph the city of Marseille, and most of all get away from Berlin."
tt0202989,8,nm0505764,actress,Antoinette De la Paix,4.5,744,nm0004627,"nm0236306,nm0465736",movie,The Intern,0.0,2000.0,90.0,Comedy,2000.0,Anna Thomson,1953.0,,actress,"tt0108399,tt0089017,tt0105695,tt0109506",Dans les griffes de la mode,FR,fr,0,"A young, underappreciated intern at the ultra-hip magazine Skirt must learn to deal with kissy-face phoniness, model tantrums and bulimic editors, while trying to steal the heart of a dashing British art director from the grips of a supermodel."
tt0299956,6,nm0555227,actor,Nicolás,6.3,547,nm0230352,"nm0230352,nm0508200,nm0799442",movie,La habitación azul,0.0,2002.0,104.0,"Drama,Romance",2000.0,Mario Iván Martínez,1962.0,,actor,"tt0103994,tt1316004,tt0111305,tt0109444",La habitación azul,FR,fr,0,A couple meet each other often in a motel room.
tt0260992,6,nm0867211,actress,Bobo,7.1,388,nm0948159,"nm0159483,nm0948159",movie,Chu Lai Yip yu Leung San Pak,0.0,2000.0,89.0,"Drama,Romance",2000.0,Angela Ying-Ying Tong,1975.0,,actress,"tt0260931,tt6280256,tt7039004,tt0167249",Juliet in love,FR,fr,0,"Francis Ng is Jordan, a low level triad who finds himself strangely attracted to divorced restaurant hostess Juliet, who’s had a mastectomy and has since retreated into a shell. Through coincidence, the two form a makeshift family with the child of a triad boss who’s after Jordan for some dough."
tt0226540,9,nm0167768,actor,Wally,5.1,779,"nm0036331,nm0000852","nm0036331,nm0000852",movie,Too Much Flesh,0.0,2000.0,110.0,Drama,2000.0,Hutton Cobb,,,actor,"tt0088626,tt0092655,tt0088330,tt0086809",Too Much Flesh,FR,fr,0,"In an Illinois farming community, Lyle lives quietly with his wife Amy. But their life is set spinning when Lyle's friend Vernon visits with his girlfriend Juliette. Soon Lyle and Juliette have embarked on a passionate affair which has the town talking and the religious community frowning."
tt0345636,3,nm0141981,actress,Dr. Natalie Jamas,3.2,412,nm0744985,nm0650532,movie,Maximum Velocity,0.0,2003.0,93.0,"Action,Adventure,Sci-Fi",2000.0,Wendy Carter,,,actress,"tt1027806,tt0345636,tt1136683,tt0497334",Méga Cyclone,FR,fr,0,After a comet passes the Earth it causes a cataclysmic storm. Only a disbanded government unit with a secret weather-manipulating weapon can try to stop it.
tt0297769,4,nm0774238,actor,Lance,3.7,109,nm0598527,nm3241823,movie,Beautiful Bounty,0.0,2001.0,98.0,"Action,Drama",2000.0,Jason Schnuit,1972.0,,actor,"tt0256378,tt0266000,tt0313332,tt0224086",Protection rapprochée,FR,fr,0,"When dangerous mob defector Franco goes on the run and eludes the D.A.'s office, they turn to their secret weapon - a gorgeous and lethal bounty huntress who goes only by the name of J.C. With a flawless record and a deadly determination, J.C. hunts down Franco in record time. But what she doesn't expect is that Franco is holding evidence that proves his innocence and incriminates the very people who hired J.C. to kill him. Now, she must race to find the truth, and protect the man she was hired to catch."
tt0414510,2,nm0878141,actor,Jackson,5.7,451,nm0630245,"nm0630245,nm0160942",movie,Show Me,0.0,2004.0,97.0,"Drama,Thriller",2000.0,Birkett Turton,1982.0,,actor,"tt0332375,tt0408345,tt0359013,tt0169190",Show Me,FR,fr,0,"When two squeegee kids descend upon Sarah and her luxury sedan, the fuse is lit on a tense cat and mouse tale of captors and captives. Sarah is forced to continue her trip to an isolated cottage where the twisted trio bait and entice one another in a reckless search for truth."
tt0412554,3,nm0857786,actress,Odile,6.4,181,nm0491021,nm0491021,movie,CQ2 (Seek You Too),0.0,2004.0,100.0,Drama,2000.0,Mireille Thibault,,,actress,"tt0110976,tt0188324,tt0396112,tt0110390",CQ2 - Tout près du sol,FR,fr,0,"CQ2 (seek you too) is the story of an teenager, with an uncertain future, who canalises her lust for life in the study of contemporary dance."
tt0412554,3,nm0857786,actress,Odile,6.4,181,nm0491021,nm0491021,movie,CQ2 (Seek You Too),0.0,2004.0,100.0,Drama,2000.0,Mireille Thibault,,,actress,"tt0110976,tt0188324,tt0396112,tt0110390",Tout près du sol,FR,fr,0,"CQ2 (seek you too) is the story of an teenager, with an uncertain future, who canalises her lust for life in the study of contemporary dance."
tt0280000,6,nm0021600,actor,Charlie Foster,4.3,162,nm0849587,"nm0479965,nm0639682,nm1347502",movie,Ozzie,0.0,2005.0,90.0,"Comedy,Family",2000.0,Bruce Allpress,1930.0,2020.0,actor,"tt0167261,tt0760329,tt0084636,tt0107822","Ozzie, mon meilleur ami",FR,fr,0,"Ozzie is a young koala living in Australia. He is kidnapped by two goons (Buzz and Tank) who work for Max Happy, president of Happy Toys. Legend says that Ozzie speaks English and Max wants to clone Ozzie into hundreds of koalas and sell them for a fortune as talking pets! Buzz and Tank ""lose"" Ozzie on the plane-ride home by accident to Justin Morton, an 8 year old who is celebrating his birthday with his mom, Beth with a trip to Austrailia. Ozzie winds up in Justin's backpack. When Max finds out the koala is missing, a screwball comedy chase begins and ends in a surprise that knocks Max off her throne!"
tt0226708,9,nm0139107,actor,Henri,5.5,264,nm0547456,"nm0159318,nm0547456",movie,Épouse-moi,0.0,2000.0,90.0,"Comedy,Romance",2000.0,François Caron,,,actor,"tt1675434,tt0267165,tt1127846,tt1017813",Épouse-moi,FR,fr,0,"Oriane and Hadrian's couple is going through a crisis. Determined to save their marriage, Oriane visits a Gypsy fortune teller who foresees a dark future. But Oriane won't hear of anything but a happy ending and the psychic is forced to read another future which, unfortunately, also happens to end bitterly. Will the third reading satisfy the young woman?"
tt0379790,7,nm0680198,actress,Julia,4.6,1485,nm0202810,nm0202810,movie,The Freediver,0.0,2004.0,95.0,"Action,Adventure",2000.0,Amy Phillips,1978.0,,actress,"tt0269281,tt0391160,tt0379790,tt0120754","The Freediver, bleu comme l'océan",FR,fr,0,"The Freediver is a  film about a female free diver.  Set in Greece, a talented girl is brought to for training to an island where she finds love, danger, madness and her ambitions fulfilled."
tt0319056,6,nm0639533,actress,Mrs Walker,6.3,766,nm1180439,nm1180439,movie,Between Two Women,0.0,2003.0,92.0,Drama,2000.0,Eileen O'Brien,1945.0,,actress,"tt0166424,tt0083689,tt0068069,tt1127764",Between Two Women,FR,fr,0,"Set in a Yorkshire milltown in 1957, Ellen Hardy is unhappily married but is close to her ten-year-old son, Victor. The family has recently moved house and Victor has started at a new school where Ellen has become friendly with his teacher, Kathy Thompson, who is keen to encourage him at art. As the friendship between the two women grows, Ellen's millworker husband, Hardy, feels increasingly alienated at home."
tt0217788,11,nm0146099,actress,Pygmy Hippo,5.3,188,nm0453993,"nm0453993,nm0569621",movie,Secret Society,0.0,2000.0,98.0,Comedy,2000.0,Clare Cathcart,1965.0,2014.0,actress,"tt2081882,tt0084987,tt2557258,tt0192928",Société secrète,FR,fr,0,"Daisy is the love of Ken's life - she is also large... and very pretty... and on the dole. But Ken is a dreamer, all his dreams to make a fast buck ending up where they started - as dreams. With the rent unpaid, the bailiffs at the door and Ken's dreams in tatters, Daisy sets out to bring home the bacon and gets a job in the local factory. There she meets Marlene and half a dozen other large women who are all united in a secret passion - Sumo wrestling! Ken doesn't know what's hit him."
tt0331639,4,nm1248261,actor,Raja,6.1,5342,nm0885537,"nm0885537,nm1520918",movie,Shakthi: The Power,0.0,2002.0,170.0,"Action,Drama,Thriller",2000.0,Jai Gidwani,,,actor,tt0331639,Shakti,FR,fr,0,A couple visits the husband's family in India and finds itself in the middle of a fratricidal battle.
tt0293086,7,nm0647216,actress,Maria,7.0,539,nm0294394,"nm1271154,nm0294394,nm0592047,nm1155957",movie,Desmundo,0.0,2002.0,101.0,Drama,2000.0,Débora Olivieri,1958.0,,actress,"tt6491434,tt1316556,tt0154062,tt7761424",Hors du monde,FR,fr,0,"The story of Orisbela, a young and religious woman who comes from Portugal to Brazil to marry Francisco de Albuquerque, a rude sugar-cane plantation owner, in 1570."
tt0293086,7,nm0647216,actress,Maria,7.0,539,nm0294394,"nm1271154,nm0294394,nm0592047,nm1155957",movie,Desmundo,0.0,2002.0,101.0,Drama,2000.0,Débora Olivieri,1958.0,,actress,"tt6491434,tt1316556,tt0154062,tt7761424",La fiancée rebelle,FR,fr,0,"The story of Orisbela, a young and religious woman who comes from Portugal to Brazil to marry Francisco de Albuquerque, a rude sugar-cane plantation owner, in 1570."
tt0262676,5,nm0150555,writer,unknown,6.0,136,nm0221331,"nm0159104,nm0150555,nm0608859",movie,Passage du milieu,0.0,2000.0,78.0,"Drama,History",2000.0,Patrick Chamoiseau,1953.0,,writer,"tt0116254,tt0262676,tt0166909,tt0431654",Passage du milieu,FR,fr,0,"A realistic look at the horrors of the slave trade, told entirely through the voice of a dead African slave whose spirit haunts the ocean route."
tt0197753,5,nm0160160,actor,Mike Pelton,5.6,577,nm0912874,nm0002327,movie,Partners in Crime,0.0,2000.0,90.0,"Crime,Drama",2000.0,Dalin Christiansen,,,actor,"tt0107961,tt0276198,tt0304478,tt0197753",Liés par le crime,FR,fr,0,"Gene Reardon (Hauer) is a twice-divorced police detective who lives with his daughter. When a well-heeled local man is kidnapped, the FBI is called in, which introduces Longsworth (played by Paulina Porizkova). Longsworth happens to have been Reardon's first wife. Reardon's police reputation stinks because he botched a high-profile kidnapping case many years ago, which resulted in a baby who was never found. When ransom demands are finally heard, Reardon must try to solve the case without repeating his mistakes."
tt0396637,5,nm0754125,actor,"Dr. Braun, Mrs. Hilder's lawyer",6.4,143,nm0903563,"nm0834818,nm0903563",movie,Hildes Reise,0.0,2004.0,90.0,Drama,2000.0,Peter Rühring,1942.0,,actor,"tt0116209,tt0424205,tt0835005,tt0853076",Un amour sans partage,FR,fr,0,"Upon learning that his deceased ex-lover has willed him a substantial sum of money after succumbing to AIDS, a young Swiss man finds his life endlessly complicated by the deceased man's homophobic mother and headstrong recent boyfriend in director Christof Vorster's heart-rending drama. Steff and his ex-lover Martin Hilder had some great times together before parting ways, and when Steff learns that Martin has named him as the sole beneficiary to his substantial fortune, Steff finally begins to consider fulfilling his lifelong dream of starting his own business. It's not going to be as easy as it sounds, though, because in order to get the money, Steff is going to have to go through Martin's controlling, vehemently anti-gay mother. Add to that the fact that Martin's most recent ex-boyfriend, Rex, is determined to fulfill the deceased's wishes of having his ashes scattered in the Atlantic and Steff soon finds himself forced to reexamine his life and reassess his priorities."
tt0351369,2,nm0893830,actor,François,6.2,164,nm0102516,nm0740612,movie,Mods,0.0,2002.0,59.0,"Comedy,Drama,Music",2000.0,Guillaume Verdier,,,actor,"tt0482088,tt1235166,tt4333474,tt14590650",Mods,FR,fr,0,"A college stands in the middle of verdant grounds. One day, Édouard, a student, suddenly falls sick. The college doctor is unable to diagnose the young man's illness. Anna, the college director, calls in Édouard's two brothers, professional soldiers, in the hope that they will help her discover what the mysterious illness is."
tt0389473,2,nm0337246,actor,Omar,6.3,205,nm0066096,"nm0066096,nm0681629",movie,Un fils,0.0,2003.0,58.0,"Drama,Romance",2000.0,Hammou Graïa,,,actor,"tt4714782,tt0110282,tt1217637,tt0084085",Un fils,FR,fr,0,"Selim, a young man adrift, is a transvestite and a prostitute who desperately longs for his father's love. Omar, his father, lives a secluded life of grief and has never recovered from the loss of his wife. Like two lonely ships, they pass silently without ever really connecting. Only destiny will bring father and son together... a little too late."
tt0344485,3,nm0064878,actor,Étienne,6.7,121,nm0163022,"nm0163022,nm0926723",movie,Toutes ces belles promesses,0.0,2003.0,85.0,"Drama,Romance",2000.0,Renaud Bécard,,,actor,"tt0274471,tt1323558,tt0344485,tt0173544",Toutes ces belles promesses,FR,fr,0,"Marianne, a young cellist discovers that her father had a mistress who is still alive. Her journey to find this mysterious woman takes her to places and people from her childhood that she thought she'd left behind forever."
tt0314012,7,nm0155824,actress,La mère algérienne,5.4,155,nm0508357,"nm0508357,nm0552370",movie,Le défi,0.0,2002.0,94.0,"Comedy,Drama,Musical",2000.0,Fatiha Cheriguene,,,actress,"tt0407342,tt0409184,tt0314012,tt0110260",DJ - Le défi,FR,fr,0,"A musical comedy set to a hip-hop beat, the feature debut from actress-turned-director Blanca Li finds a dedicated young breakdancer abandoning his comfortable life in a bid for fame in the U.S.A. Dropping out of school and leaving home to escape his overbearing mother, 18-year-old David dedicates all of his time to perfecting his moves with his dance team, the Urban Cycle Breakers. As David and his team begin gearing-up to face-off against a rival group of intimidating dancers, his dreams of finding romance with Samia and making it to the world dance finals in New York finally seem to be coming into focus."
tt0314012,7,nm0155824,actress,La mère algérienne,5.4,155,nm0508357,"nm0508357,nm0552370",movie,Le défi,0.0,2002.0,94.0,"Comedy,Drama,Musical",2000.0,Fatiha Cheriguene,,,actress,"tt0407342,tt0409184,tt0314012,tt0110260",Le défi,FR,fr,0,"A musical comedy set to a hip-hop beat, the feature debut from actress-turned-director Blanca Li finds a dedicated young breakdancer abandoning his comfortable life in a bid for fame in the U.S.A. Dropping out of school and leaving home to escape his overbearing mother, 18-year-old David dedicates all of his time to perfecting his moves with his dance team, the Urban Cycle Breakers. As David and his team begin gearing-up to face-off against a rival group of intimidating dancers, his dreams of finding romance with Samia and making it to the world dance finals in New York finally seem to be coming into focus."
tt0358590,6,nm1342466,actor,Jorge,5.6,525,nm1001040,nm1001040,movie,"Mil nubes de paz cercan el cielo, amor, jamás acabarás de ser amor",0.0,2003.0,83.0,"Drama,Romance",2000.0,Manuel Grapain Zaquelarez,,,actor,"tt0358590,tt0279765,tt0185897",Mil nubes,FR,fr,0,"Gerardo, a 17-year old guy has just finished his relationship with Bruno and starts wandering hopeless through the streets of the city. In his wandering he's tortured by images: each masculine body he sees reminds him of his lover. Gerardo is determined to keep what's left of his dying love. The only comfort he has is a letter that Bruno left him with his boss."
tt0236598,3,nm0793012,actor,Fang Zipin,6.9,479,nm0839008,"nm0514936,nm0788409,nm0839008",movie,Piao liang ma ma,0.0,2000.0,90.0,Drama,2000.0,Jingming Shi,1956.0,,actor,"tt0236598,tt0379329,tt0166890,tt11151614",Plus fort que le silence,FR,fr,0,"Gong Li stars in this low-key drama about a single mother who will do anything to provide for her son. Sun Liying (Li) struggles to care for her hearing-impaired child Zheng Da (Gao Xin) after her taxi driver husband divorces her. After Zheng Da gets his hearing aid smashed in a fight with classmates, Sun Liying sets out to raise 5,000 yuan (a small fortune) to buy him a replacement. A friend helps her set up an unauthorized bookstall, which soon gets raided by the police. Later she splits her time delivering newspapers and cleaning house for a rich businessman. This film was screened at the 2000 Berlin Film Festival."
tt0292259,9,nm1035043,actor,Luis,5.1,200,nm0278430,"nm1618201,nm0278430",movie,El sueño de Ibiza,0.0,2002.0,98.0,"Drama,Romance",2000.0,Ernesto Arango,,,actor,"tt0211842,tt0292259,tt0261311,tt0215163",Rêve d'Ibiza,FR,fr,0,Three old friends who have each come to a crossroads in their lives. Carlos (Paco Marin) has decided he is a hedonist. Chica (Adriana Dominguez) has grown tired of her lifestyle on Ibiza and begins to seek something more. Nacho (Adria Collado) has found spiritual enlightenment in India and has returned to Ibiza and must now figure out how his new views fit into his old world.
tt0311653,6,nm0016280,actor,unknown,6.3,242,nm0895930,"nm1141357,nm0895930",movie,Ilaria Alpi - Il più crudele dei giorni,0.0,2003.0,120.0,"Drama,History",2000.0,Vincenzo Albanese,,,actor,"tt16257582,tt4404240,tt7679474,tt1706441",Ilaria Alpi - Il più crudele dei giorni,FR,fr,0,"Ilaria Alpi, a young, Italian war-corespondent, was on a dangerous mission in Somalia. While she covered the civil war, she also discovered a big and secret international enviromentscandale. Together with her cameraman she was killed in the streets of Mogadishus March, 1994. The film is based on a true story."
tt0348884,6,nm0320379,actress,La voyante,6.6,550,nm0596347,nm0596347,movie,Viva Laldjérie,0.0,2004.0,113.0,Drama,2000.0,Florence Giorgetti,1943.0,2019.0,actress,"tt0075932,tt0070130,tt0213933,tt0238330",Viva Laldjérie,FR,fr,0,"This movie portrays three women living in today's Algeria between modern society and Islamic fundamentalism, self-determination and dependence. Goucem, a young woman who works for a photographer and mistress of a rich doctor, her mother Papicha, a former cabaret star, and her best friend Fifi, a prostitute, all live in a hotel in the city center of Algiers. Their difficult personal situation and the growing influence of Islam lead to dramatic consequences..."
tt0263328,6,nm0711884,actor,Paul Simon,6.0,285,"nm1163050,nm0735705","nm1163050,nm0735705",movie,El factor Pilgrim,0.0,2000.0,87.0,"Comedy,Crime,Drama",2000.0,Paul Rattee,1952.0,,actor,"tt0075784,tt0263328,tt0100530,tt0077801",El factor Pilgrim,FR,fr,0,"Once upon a time... There were four young men of different nationalities: Spanish, Italian, Swedish and British, a one-pound business deal that ends up becoming a one-hundred-thousand pound business deal, and a legend: The Legend of David Pilgrim. This is the basic idea behind The Pilgrim Factor, a story half-way between a comedy and a tale, about anonymous characters who accidentally happen to come across something that could prove doubtful the authenticity of the world's most famous rock group. All this takes place right in the centre of ""Chicken Town""... a city where everything is possible... even a story like this one."
tt0383222,6,nm0761835,actor,Domastir,3.0,37310,nm0093051,nm0877587,movie,BloodRayne,0.0,2005.0,95.0,"Action,Fantasy,Horror",2000.0,Will Sanderson,1980.0,,actor,"tt0460780,tt0383222,tt0317676,tt0369226",BloodRayne,FR,fr,0,"In 18th-century Romania, after spending much of her life in a traveling circus, human-vampire hybrid Rayne escapes and plots to take down her father, Kagan, the evil vampire king. When she's discovered by three vampire hunters, she manages to convince them to spare her life and join her cause. But slaying a vampire as powerful as Kagan will be no easy task."
tt0214757,4,nm0112890,actor,Bruce Kirkland,4.5,516,nm0822540,"nm0242028,nm0675235,nm0822540",movie,Held for Ransom,0.0,2000.0,88.0,Thriller,2000.0,Jordan Brower,1981.0,,actor,"tt0118468,tt0118487,tt0155197,tt0112499",Ransom - Le prix à payer,FR,fr,0,Held for Ransom is a 2000 direct-to-video film about five high-school students that are kidnapped and held for ransom in a remote swamp area in Florida. It was directed and written by Lee Stanley based on the novel by Lois Duncan.
tt0306040,8,nm0045994,actor,Elie,6.5,74,nm0081661,nm0081661,movie,Saltimbank,0.0,2003.0,92.0,"Comedy,Drama",2000.0,Thomas Badek,,,actor,"tt0415269,tt1753806,tt0233418,tt0099239",Saltimbank,FR,fr,0,"The title reflects the brand of a financial institution, the bank of the Saltim family: Frederic, the younger brother, runs the family bank; his brother Bruno rejected the position of executive director, and chose to fund a theatrical company. Around them, there is a net of family members, friends, and acquaintances who seem to swirl around the banking brothers. Frederic and Bruno are both trying to control the future of their beautiful niece, Vanessa. The coffee shop owners Eve and Jim complicate everybody's life with their intrigues and lies. A strange stage director comes from his foreign exile. And lack of funds suddenly reveals the true colors of everyone - in banking, on stage, and everywhere."
tt0317216,7,nm0073272,producer,unknown,6.8,134,nm0173726,"nm0173726,nm0081723,nm1384675",movie,"Carlo Giuliani, ragazzo",0.0,2002.0,75.0,Documentary,2000.0,Mauro Berardi,1943.0,,producer,"tt0081427,tt0105018,tt0084416,tt0070062","Carlo Giuliani, ragazzo",FR,fr,0,"The film recounts Carlo Giuliani’s day of July 20 and, parallel to it, the July 20 of the march of the ‘disobedients’, or the ‘white overalls’, among whose ranks Carlo died.  An individual’s story is told in all its absolute concreteness, the friends he meets, the snack bar he goes to for a bite, the roll of scotch tape he picks up on the street; whereas a multitude’s story is told in all its epic tragedy, the night under the rain, the colossal preparation against the march, the advance behind shields, the attack of which the multitude was victim, the defense that gets organized."
tt0223744,12,nm1011757,writer,unknown,4.3,213,nm0724037,nm1011757,movie,The Mistress Club,0.0,2000.0,73.0,"Drama,Romance",2000.0,Louise Monclair,,,writer,"tt0222719,tt0223889,tt0223744,tt0290028",La Maîtresse du Club,FR,fr,0,"When three women get cheated on by their husbands they decide to get even and open up The Mistress Club, where seduction is the name of the game and forbidden sex is the natural outcome."
tt0223744,12,nm1011757,writer,unknown,4.3,213,nm0724037,nm1011757,movie,The Mistress Club,0.0,2000.0,73.0,"Drama,Romance",2000.0,Louise Monclair,,,writer,"tt0222719,tt0223889,tt0223744,tt0290028",Le club des fantasmes,FR,fr,0,"When three women get cheated on by their husbands they decide to get even and open up The Mistress Club, where seduction is the name of the game and forbidden sex is the natural outcome."
tt0289758,12,nm1532235,writer,unknown,4.8,495,nm0324426,"nm1532235,nm0362799,nm0324426",movie,Phase IV,0.0,2002.0,103.0,"Action,Drama,Thriller",2000.0,Zani Leo,,,writer,"tt0282496,tt0289758,tt0289625",Expérience secrète,FR,fr,0,"Journalism student Simon Tate thinks it's strange when four students at the university suddenly die in ""unrelated"" accidents. When his friend, Dr. Benjamin Roanic, becomes the prime suspect and is suddenly murdered, Simon sets out to prove his innocence. He soon discovers the students were Roanic's test subjects in a secret drug test program, and had been cured of AIDS. He is forced to run for his life, when a pharmaceutical company tries to prevent him from revealing the truth behind ""Phase IV""."
